config,group_type,group,metric,n,mean,ci_low,ci_high
full,eval_group,formulary,perfect_rate,70,0.6857142857142857,0.5697286201420141,0.7823770995341724
full,eval_group,formulary,acceptable_rate,70,0.24285714285714285,0.15751861122890576,0.3549503922963744
full,eval_group,formulary,missing_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,formulary,hallucination_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
full,eval_group,formulary,nugget_recall,70,0.8559523809523809,0.791904761904762,0.9121428571428571
full,eval_group,formulary,contradiction_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
full,eval_group,formulary,severe_harm_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
full,eval_group,formulary,harmful_error_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
full,eval_group,formulary,faithfulness,70,0.8947736946391485,0.8648791754744128,0.9221816010965453
full,eval_group,formulary,citation_recall,70,0.5102050497116254,0.4600933857563712,0.5613545695864484
full,eval_group,formulary,supported_citation_rate,68,0.8839459194088602,0.8234527635480434,0.9350892984321233
full,eval_group,formulary,cited_source_precision,70,0.3099659863945578,0.2537538265306123,0.3688609693877551
full,eval_group,formulary,cited_source_recall,70,0.8857142857142857,0.7903577841784561,0.9409387105336235
full,eval_group,formulary,response_rate,70,1.0,0.9479769375897331,1.0
full,eval_group,formulary,over_refusal_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,formulary,answer_relevancy,70,0.8196652480180879,0.798051056056807,0.8396638828219233
full,eval_group,formulary,factual_correctness_f1,70,0.3658571428571428,0.3051428571428572,0.428575
full,eval_group,formulary,tokens_per_turn,70,9006.085714285715,8311.131428571429,9696.875
full,eval_group,formulary,llm_calls_per_turn,70,4.8,4.485714285714286,5.142857142857143
full,eval_group,formulary,latency_seconds,70,167.40977142857147,152.6002035714286,182.77466928571425
full,eval_group,leaflet,truthfulness,70,0.8857142857142857,0.7928571428571428,0.9571428571428572
full,eval_group,leaflet,perfect_rate,70,0.8571428571428571,0.7566158011633325,0.920510582829334
full,eval_group,leaflet,acceptable_rate,70,0.11428571428571428,0.059061289466376454,0.20964221582154374
full,eval_group,leaflet,missing_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,leaflet,hallucination_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,leaflet,nugget_recall,70,0.9383333333333334,0.8911904761904762,0.9752440476190475
full,eval_group,leaflet,contradiction_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,leaflet,severe_harm_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
full,eval_group,leaflet,harmful_error_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,leaflet,faithfulness,70,0.8165662804736369,0.7677194278360812,0.8596763801656883
full,eval_group,leaflet,citation_recall,70,0.40360730772669856,0.35237518909793414,0.4551262054401879
full,eval_group,leaflet,supported_citation_rate,69,0.8266296949935394,0.7592077432695282,0.8872444357913465
full,eval_group,leaflet,cited_source_precision,70,0.6737755102040816,0.6006785714285713,0.7441181972789116
full,eval_group,leaflet,cited_source_recall,70,0.9714285714285714,0.9016774388157609,0.9921293880545587
full,eval_group,leaflet,response_rate,70,1.0,0.9479769375897331,1.0
full,eval_group,leaflet,over_refusal_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,leaflet,answer_relevancy,70,0.7960916658431151,0.7779114469667788,0.8138296302502751
full,eval_group,leaflet,factual_correctness_f1,70,0.3562857142857142,0.30614285714285716,0.4078571428571428
full,eval_group,leaflet,tokens_per_turn,70,12001.5,11457.777142857143,12557.885357142857
full,eval_group,leaflet,llm_calls_per_turn,70,5.6571428571428575,5.228571428571429,6.085714285714285
full,eval_group,leaflet,latency_seconds,70,252.58291428571434,225.12858749999998,280.70311928571437
full,eval_group,multi_intent,truthfulness,70,0.6571428571428571,0.5071428571428571,0.7857142857142857
full,eval_group,multi_intent,perfect_rate,70,0.6142857142857143,0.4971573558930424,0.7195230869846111
full,eval_group,multi_intent,acceptable_rate,70,0.2857142857142857,0.19322220378719757,0.40050196581720254
full,eval_group,multi_intent,missing_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,multi_intent,hallucination_rate,70,0.1,0.04928930144253951,0.192329148485674
full,eval_group,multi_intent,nugget_recall,70,0.8742857142857142,0.8278571428571428,0.9178571428571428
full,eval_group,multi_intent,contradiction_rate,70,0.1,0.04928930144253951,0.192329148485674
full,eval_group,multi_intent,severe_harm_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
full,eval_group,multi_intent,harmful_error_rate,70,0.1,0.04928930144253951,0.192329148485674
full,eval_group,multi_intent,faithfulness,70,0.9059099912866353,0.8789128101690526,0.9310244376967346
full,eval_group,multi_intent,citation_recall,70,0.47551798555808744,0.435024775366623,0.5150609114731886
full,eval_group,multi_intent,supported_citation_rate,70,0.9031794259125973,0.8558078968929841,0.9422104956733895
full,eval_group,multi_intent,cited_source_precision,70,0.4471598639455782,0.3944889455782313,0.5014982993197278
full,eval_group,multi_intent,cited_source_recall,70,0.9857142857142858,0.9234181286879168,0.9974737535421097
full,eval_group,multi_intent,response_rate,70,1.0,0.9479769375897331,1.0
full,eval_group,multi_intent,over_refusal_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,multi_intent,answer_relevancy,70,0.8528942518884718,0.8385871729460908,0.8658721061887735
full,eval_group,multi_intent,factual_correctness_f1,70,0.3488571428571428,0.3218571428571428,0.3755714285714285
full,eval_group,multi_intent,tokens_per_turn,70,10326.828571428572,9604.181071428571,11041.404642857142
full,eval_group,multi_intent,llm_calls_per_turn,70,4.942857142857143,4.6,5.314285714285714
full,eval_group,multi_intent,latency_seconds,70,200.76528571428568,188.10768857142858,214.06398857142858
full,eval_group,noisy_confuser,truthfulness,70,0.7142857142857143,0.6,0.8142857142857143
full,eval_group,noisy_confuser,perfect_rate,70,0.6285714285714286,0.5114720115842711,0.7322934866530887
full,eval_group,noisy_confuser,acceptable_rate,70,0.22857142857142856,0.14588063222572434,0.33950331593984906
full,eval_group,noisy_confuser,missing_rate,70,0.11428571428571428,0.059061289466376454,0.20964221582154374
full,eval_group,noisy_confuser,hallucination_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,noisy_confuser,nugget_recall,70,0.7623809523809524,0.6757083333333334,0.8428571428571429
full,eval_group,noisy_confuser,contradiction_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,noisy_confuser,severe_harm_rate,69,0.014492753623188406,0.002562924644588474,0.07763122461144727
full,eval_group,noisy_confuser,harmful_error_rate,69,0.014492753623188406,0.002562924644588474,0.07763122461144727
full,eval_group,noisy_confuser,faithfulness,69,0.8603478315014527,0.8244753376460284,0.8925964335505749
full,eval_group,noisy_confuser,citation_recall,69,0.439097974219996,0.39160614452556636,0.4857935507083623
full,eval_group,noisy_confuser,supported_citation_rate,67,0.8603839103782936,0.8074167622905122,0.9071284047547963
full,eval_group,noisy_confuser,cited_source_precision,70,0.2261224489795918,0.18076530612244898,0.27801062925170067
full,eval_group,noisy_confuser,cited_source_recall,70,0.8142857142857143,0.7077442179325669,0.8881269999809797
full,eval_group,noisy_confuser,response_rate,70,0.9857142857142858,0.9234181286879168,0.9974737535421097
full,eval_group,noisy_confuser,over_refusal_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
full,eval_group,noisy_confuser,answer_relevancy,69,0.7086516687014726,0.6873590112324213,0.7297814435078281
full,eval_group,noisy_confuser,factual_correctness_f1,69,0.2757971014492754,0.22898550724637684,0.3250724637681159
full,eval_group,noisy_confuser,tokens_per_turn,70,9252.085714285715,8469.214285714286,10019.935
full,eval_group,noisy_confuser,llm_calls_per_turn,70,4.7,4.371428571428571,5.057142857142857
full,eval_group,noisy_confuser,latency_seconds,70,163.47845714285714,147.7820453571429,179.57089249999999
full,eval_group,patient_natural,truthfulness,70,0.8642857142857143,0.7714285714285715,0.9428571428571428
full,eval_group,patient_natural,perfect_rate,70,0.8142857142857143,0.7077442179325669,0.8881269999809797
full,eval_group,patient_natural,acceptable_rate,70,0.15714285714285714,0.09007620559861788,0.2598824657684222
full,eval_group,patient_natural,missing_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,patient_natural,hallucination_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,patient_natural,nugget_recall,70,0.9473809523809523,0.9176190476190477,0.9728571428571428
full,eval_group,patient_natural,contradiction_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
full,eval_group,patient_natural,severe_harm_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,patient_natural,harmful_error_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
full,eval_group,patient_natural,faithfulness,70,0.8381321031385489,0.7927641880962968,0.8790600233627429
full,eval_group,patient_natural,citation_recall,70,0.3772108948211625,0.32906386445433744,0.4262401766309462
full,eval_group,patient_natural,supported_citation_rate,69,0.8003523443193625,0.7288480825480875,0.8651954622470928
full,eval_group,patient_natural,cited_source_precision,70,0.6790646258503402,0.6005068027210886,0.7576386054421768
full,eval_group,patient_natural,cited_source_recall,70,0.9428571428571428,0.8620804952516177,0.9775562208992887
full,eval_group,patient_natural,response_rate,70,1.0,0.9479769375897331,1.0
full,eval_group,patient_natural,over_refusal_rate,70,0.0,0.0,0.05202306241026692
full,eval_group,patient_natural,answer_relevancy,70,0.8586614913289229,0.8419348235922401,0.8747689138619986
full,eval_group,patient_natural,factual_correctness_f1,70,0.387,0.33299999999999996,0.4427142857142857
full,eval_group,patient_natural,tokens_per_turn,70,12215.657142857142,11591.581428571428,12833.715714285714
full,eval_group,patient_natural,llm_calls_per_turn,70,6.257142857142857,5.8,6.685714285714286
full,eval_group,patient_natural,latency_seconds,70,413.1137,370.8024475,455.23088642857135
one-step,category,answerable,truthfulness,420,0.7642857142857142,0.7202380952380952,0.8047619047619048
one-step,category,answerable,perfect_rate,420,0.6761904761904762,0.6300172299414001,0.7191699411574314
one-step,category,answerable,acceptable_rate,420,0.2523809523809524,0.21321063266445622,0.296039829575024
one-step,category,answerable,missing_rate,420,0.03333333333333333,0.019958007307788107,0.05516786383584777
one-step,category,answerable,hallucination_rate,420,0.0380952380952381,0.02358283957497366,0.06098052267944147
one-step,category,answerable,nugget_recall,420,0.8551984126984127,0.8312291666666667,0.8790873015873015
one-step,category,answerable,contradiction_rate,420,0.0380952380952381,0.02358283957497366,0.06098052267944147
one-step,category,answerable,severe_harm_rate,420,0.016666666666666666,0.00809627289901804,0.03399837935689056
one-step,category,answerable,harmful_error_rate,420,0.03333333333333333,0.019958007307788107,0.05516786383584777
one-step,category,answerable,faithfulness,420,0.9274801060568671,0.9143983368510376,0.9396008504912121
one-step,category,answerable,citation_recall,420,0.5431215063111435,0.5223605031087468,0.5633820291661414
one-step,category,answerable,supported_citation_rate,414,0.9043539123261601,0.8833212158228926,0.92370252404721
one-step,category,answerable,cited_source_precision,420,0.5780555555555554,0.5458472222222223,0.6104736394557823
one-step,category,answerable,cited_source_recall,420,0.9285714285714286,0.8998630370759932,0.9495111628941371
one-step,category,answerable,response_rate,420,1.0,0.9909365666318185,0.9999999999999999
one-step,category,answerable,over_refusal_rate,420,0.0,0.0,0.009063433368181315
one-step,category,answerable,answer_relevancy,420,0.8264318346462283,0.8173754410801602,0.8354627954209872
one-step,category,answerable,factual_correctness_f1,420,0.4379761904761905,0.4137619047619048,0.46311964285714285
one-step,category,answerable,tokens_per_turn,420,7140.245238095238,6970.2773809523815,7309.98744047619
one-step,category,answerable,llm_calls_per_turn,420,2.0,2.0,2.0
one-step,category,answerable,latency_seconds,420,159.75973333333332,153.71627226190478,166.0698618452381
one-step,category,injection,injection_defence_rate,10,1.0,0.7224672001371107,0.9999999999999999
one-step,category,injection,attack_success_rate,10,0.1,0.017876213095072896,0.4041500267952385
one-step,category,injection,tokens_per_turn,10,1363.3,558.7,2871.2
one-step,category,injection,llm_calls_per_turn,10,1.9,1.7,2.0
one-step,category,injection,latency_seconds,10,78.39750000000001,63.433099999999996,95.29155999999999
one-step,category,multi_turn,truthfulness,50,0.08,0.02,0.15
one-step,category,multi_turn,perfect_rate,50,0.04,0.011038884327619805,0.1346009068750702
one-step,category,multi_turn,acceptable_rate,50,0.08,0.03154951408859298,0.18838246918342838
one-step,category,multi_turn,missing_rate,50,0.88,0.7619518261679701,0.9438239984906773
one-step,category,multi_turn,hallucination_rate,50,0.0,6.938893903907228e-18,0.07134759913335872
one-step,category,multi_turn,nugget_recall,50,0.08866666666666667,0.026666666666666665,0.16399999999999998
one-step,category,multi_turn,contradiction_rate,50,0.0,6.938893903907228e-18,0.07134759913335872
one-step,category,multi_turn,severe_harm_rate,50,0.0,6.938893903907228e-18,0.07134759913335872
one-step,category,multi_turn,harmful_error_rate,50,0.0,6.938893903907228e-18,0.07134759913335872
one-step,category,multi_turn,faithfulness,50,0.9404630865350598,0.9090848492258871,0.965715641946002
one-step,category,multi_turn,citation_recall,50,0.623700402673407,0.568089792996037,0.6749902049572617
one-step,category,multi_turn,supported_citation_rate,50,0.9388534607018373,0.8885161705803216,0.9750159722222224
one-step,category,multi_turn,cited_source_precision,50,0.011666666666666665,0.0,0.02835416666666636
one-step,category,multi_turn,cited_source_recall,50,0.06,0.02061497034897397,0.16217091688838173
one-step,category,multi_turn,response_rate,50,1.0,0.9286524008666414,1.0
one-step,category,multi_turn,over_refusal_rate,50,0.0,6.938893903907228e-18,0.07134759913335872
one-step,category,multi_turn,answer_relevancy,50,0.6498755926095611,0.6195446533730569,0.6802551931944258
one-step,category,multi_turn,factual_correctness_f1,50,0.0178,0.004,0.0352
one-step,category,multi_turn,tokens_per_turn,50,5434.92,4625.977500000001,6213.900499999999
one-step,category,multi_turn,llm_calls_per_turn,50,2.0,2.0,2.0
one-step,category,multi_turn,latency_seconds,50,193.34812,174.70106149999998,214.11566949999997
one-step,category,out_of_scope,redirect_accuracy,10,0.8,0.49016247153664183,0.9433178485456247
one-step,category,out_of_scope,tokens_per_turn,10,1784.8,566.5,3433.5199999999995
one-step,category,out_of_scope,llm_calls_per_turn,10,2.0,2.0,2.0
one-step,category,out_of_scope,latency_seconds,10,91.0011,65.66794,117.8442375
one-step,category,unanswerable,truthfulness,10,0.8,0.4,1.0
one-step,category,unanswerable,perfect_rate,10,0.9,0.5958499732047615,0.9821237869049271
one-step,category,unanswerable,acceptable_rate,10,0.0,0.0,0.2775327998628892
one-step,category,unanswerable,missing_rate,10,0.0,0.0,0.2775327998628892
one-step,category,unanswerable,hallucination_rate,10,0.1,0.017876213095072896,0.4041500267952385
one-step,category,unanswerable,negative_rejection_rate,10,0.9,0.5958499732047615,0.9821237869049271
one-step,category,unanswerable,tokens_per_turn,10,6316.8,4549.9425,7628.5075
one-step,category,unanswerable,llm_calls_per_turn,10,2.0,2.0,2.0
one-step,category,unanswerable,latency_seconds,10,124.57160000000002,114.29818000000002,135.2328925
one-step,eval_group,chunk_risk,truthfulness,70,0.7214285714285714,0.6428571428571429,0.7928571428571428
one-step,eval_group,chunk_risk,perfect_rate,70,0.5,0.3859571764530239,0.6140428235469761
one-step,eval_group,chunk_risk,acceptable_rate,70,0.4714285714285714,0.3590487639638429,0.5867811253167438
one-step,eval_group,chunk_risk,missing_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,chunk_risk,hallucination_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,chunk_risk,nugget_recall,70,0.7880952380952381,0.7266666666666667,0.8461904761904762
one-step,eval_group,chunk_risk,contradiction_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,chunk_risk,severe_harm_rate,70,0.0,0.0,0.05202306241026692
one-step,eval_group,chunk_risk,harmful_error_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,chunk_risk,faithfulness,70,0.9320921181233568,0.9052267115627342,0.9555441785755873
one-step,eval_group,chunk_risk,citation_recall,70,0.568768715091449,0.5315762572642249,0.606011200197328
one-step,eval_group,chunk_risk,supported_citation_rate,70,0.9329325334546951,0.8962875781882936,0.9620730995895737
one-step,eval_group,chunk_risk,cited_source_precision,70,0.8116666666666666,0.7538095238095237,0.8666726190476189
one-step,eval_group,chunk_risk,cited_source_recall,70,1.0,0.9479769375897331,1.0
one-step,eval_group,chunk_risk,response_rate,70,1.0,0.9479769375897331,1.0
one-step,eval_group,chunk_risk,over_refusal_rate,70,0.0,0.0,0.05202306241026692
one-step,eval_group,chunk_risk,answer_relevancy,70,0.8381565554971908,0.8194776444000219,0.8552904656348983
one-step,eval_group,chunk_risk,factual_correctness_f1,70,0.43800000000000006,0.3832857142857143,0.49314642857142865
one-step,eval_group,chunk_risk,tokens_per_turn,70,8077.471428571429,7851.742142857143,8334.948571428573
one-step,eval_group,chunk_risk,llm_calls_per_turn,70,2.0,2.0,2.0
one-step,eval_group,chunk_risk,latency_seconds,70,172.70238571428567,155.03127964285713,196.98657392857143
one-step,eval_group,formulary,truthfulness,70,0.7571428571428571,0.6571428571428571,0.8428571428571429
one-step,eval_group,formulary,perfect_rate,70,0.6142857142857143,0.4971573558930424,0.7195230869846111
one-step,eval_group,formulary,acceptable_rate,70,0.34285714285714286,0.2424598880226688,0.4596045030205579
one-step,eval_group,formulary,missing_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,formulary,hallucination_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
one-step,eval_group,formulary,nugget_recall,70,0.8511904761904762,0.7940416666666666,0.9019047619047619
one-step,eval_group,formulary,contradiction_rate,70,0.02857142857142857,0.007870611945441225,0.09832256118423902
one-step,eval_group,formulary,severe_harm_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,formulary,harmful_error_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,formulary,faithfulness,70,0.9357820523047201,0.9025837174304085,0.9617564209582479
one-step,eval_group,formulary,citation_recall,70,0.5229804680199349,0.473435017760304,0.5706498714067585
one-step,eval_group,formulary,supported_citation_rate,67,0.896399265082672,0.8515200151803033,0.9354675429454269
one-step,eval_group,formulary,cited_source_precision,70,0.34994897959183674,0.285765306122449,0.4186088435374149
one-step,eval_group,formulary,cited_source_recall,70,0.8857142857142857,0.7903577841784561,0.9409387105336235
one-step,eval_group,formulary,response_rate,70,1.0,0.9479769375897331,1.0
one-step,eval_group,formulary,over_refusal_rate,70,0.0,0.0,0.05202306241026692
one-step,eval_group,formulary,answer_relevancy,70,0.8298310014725415,0.8112553113226594,0.847451044807083
one-step,eval_group,formulary,factual_correctness_f1,70,0.412,0.3505678571428571,0.47471785714285714
one-step,eval_group,formulary,tokens_per_turn,70,6293.185714285714,5775.216785714286,6785.501071428572
one-step,eval_group,formulary,llm_calls_per_turn,70,2.0,2.0,2.0
one-step,eval_group,formulary,latency_seconds,70,162.29757142857144,148.08666571428572,177.03377749999996
one-step,eval_group,leaflet,truthfulness,70,0.8857142857142857,0.7785714285714286,0.9714285714285714
one-step,eval_group,leaflet,perfect_rate,70,0.9,0.807670851514326,0.9507106985574605
one-step,eval_group,leaflet,acceptable_rate,70,0.05714285714285714,0.02244377910071125,0.1379195047483823
one-step,eval_group,leaflet,missing_rate,70,0.0,0.0,0.05202306241026692
one-step,eval_group,leaflet,hallucination_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
one-step,eval_group,leaflet,nugget_recall,70,0.9592857142857144,0.926422619047619,0.9871428571428571
one-step,eval_group,leaflet,contradiction_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
one-step,eval_group,leaflet,severe_harm_rate,70,0.014285714285714285,0.002526246457890312,0.07658187131208327
one-step,eval_group,leaflet,harmful_error_rate,70,0.04285714285714286,0.014681541004111405,0.11859668748527552
one-step,eval_group,leaflet,faithfulness,70,0.9165430286845927,0.8818766988185794,0.94601744829971
one-step,eval_group,leaflet,citation_recall,70,0.5622005126024667,0.5042874239005333,0.618283936531189
one-step,eval_group,leaflet,supported_citation_rate,70,0.9126556776556777,0.8576872056514914,0.9582173927263213
one-step,eval_group,leaflet,cited_source_precision,70,0.7320408163265306,0.6641777210884353,0.7993197278911565
one-step,eval_group,leaflet,cited_source_recall,70,1.0,0.9479769375897331,1.0
one-step,eval_group,leaflet,response_rate,70,1.0,0.9479769375897331,1.0
one-step,eval_group,leaflet,over_refusal_rate,70,0.0,0.0,0.05202306241026692
one-step,eval_group,leaflet,answer_relevancy,70,0.820790527442487,0.8031192131888089,0.8384076180026773
